id,age,gender,education,marital_status,skills,experience_years,location,target_job,barriers,employment_status,current_salary,location_normalized,region,salary_anomaly,salary_zero_retired,quality_score,quality_grade
worker_0898,63,female,college,single,dọn dẹp|giặt là|nấu ăn|salary_range,30,Thanh Hóa,Giúp việc / Dịch vụ,,retired,5886558,Thanh Hóa,north,False,False,100,A
worker_0899,44,male,college,widowed,an ninh|bảo vệ|tuần tra|salary_range,18,Thanh Hóa,Bảo vệ,techGap,self-employed,10082500,Thanh Hóa,north,False,False,100,A
worker_0900,55,male,college,widowed,barista|pha chế|đồ uống|salary_range,30,Đà Lạt,Pha chế,health,unemployed,0,Đà Lạt,central_highlands,False,False,100,A
worker_0901,51,female,college,single,chào hỏi|order|phục vụ|salary_range,21,Đà Lạt,Nhân viên phục vụ,health|location,retired,12896903,Đà Lạt,central_highlands,False,False,100,A
worker_0902,49,other,college,widowed,công trình|xây dựng|xây tô|salary_range,19,Hải Dương,Lao động xây dựng,techGap|location|other,retired,8218573,Hải Dương,north,False,False,100,A
worker_0903,65,female,primary,widowed,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Qui Nhơn,Nhân viên kho vận,health,self-employed,6780334,Quy Nhơn,central,False,False,100,A
worker_0904,45,other,primary,divorced,barista|pha chế|đồ uống|salary_range,24,Hải Phòng,Pha chế,,self-employed,6822446,Hải Phòng,north,False,False,100,A
worker_0905,65,female,university,married,chào hỏi|order|phục vụ|salary_range,30,Nam Định,Nhân viên phục vụ,other|techGap,unemployed,0,Nam Định,north,False,False,100,A
worker_0906,62,female,university,married,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Huế,Nhân viên kho vận,location|techGap,retired,6399874,Huế,central,False,False,100,A
worker_0907,65,other,college,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Bình Dương,Nông dân / Nông nghiệp,,self-employed,9466701,Bình Dương,south_east,False,False,100,A
worker_0908,65,male,primary,widowed,công trình|xây dựng|xây tô|salary_range,30,Hà Nội,Lao động xây dựng,other|techGap|location,self-employed,8430048,Hà Nội,north,False,False,100,A
worker_0909,36,female,primary,married,bằng lái|lái xe|vận chuyển|salary_range,16,Hải Phòng,Lái xe,,retired,14714167,Hải Phòng,north,False,False,100,A
worker_0910,56,male,college,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,Buôn Ma Thuột,Giúp việc / Dịch vụ,location|family,retired,13272832,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0911,61,male,upper_secondary,widowed,chào hỏi|order|phục vụ|salary_range,30,Đà Nẵng,Nhân viên phục vụ,health|other|family,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0912,35,female,primary,divorced,dọn dẹp|giặt là|nấu ăn|salary_range,8,Bắc Ninh,Giúp việc / Dịch vụ,location|techGap,employed,10007238,Bắc Ninh,north,False,False,100,A
worker_0913,63,female,university,divorced,dọn dẹp|giặt là|nấu ăn|salary_range,30,Hà Nội,Giúp việc / Dịch vụ,location|family|other,retired,3913499,Hà Nội,north,False,False,100,A
worker_0914,40,female,university,divorced,công trình|xây dựng|xây tô|salary_range,14,TP. Hồ Chí Minh,Lao động xây dựng,,employed,13508088,Hồ Chí Minh,south_east,False,False,100,A
worker_0915,59,male,college,single,bằng lái|lái xe|vận chuyển|salary_range,29,Vĩnh Phúc,Lái xe,other|health,employed,8730211,Vĩnh Phúc,north,False,False,100,A
worker_0916,50,male,primary,married,chào hỏi|order|phục vụ|salary_range,26,Qui Nhơn,Nhân viên phục vụ,techGap|family,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0917,48,other,university,widowed,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,18,Nam Định,Nhân viên kho vận,family,self-employed,5461475,Nam Định,north,False,False,100,A
worker_0918,48,male,primary,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,19,Huế,Nhân viên bán hàng,location|other,employed,9618630,Huế,central,False,False,100,A
worker_0919,62,other,college,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Hải Phòng,Nông dân / Nông nghiệp,,self-employed,13930795,Hải Phòng,north,False,False,100,A
worker_0920,50,female,university,single,bằng lái|lái xe|vận chuyển|salary_range,24,Thanh Hóa,Lái xe,,self-employed,9996718,Thanh Hóa,north,False,False,100,A
worker_0921,59,female,college,married,an ninh|bảo vệ|tuần tra|salary_range,30,Qui Nhơn,Bảo vệ,location|techGap|other,self-employed,6610173,Quy Nhơn,central,False,False,100,A
worker_0922,54,female,college,widowed,barista|pha chế|đồ uống|salary_range,25,Nam Định,Pha chế,health|other|techGap,retired,3373703,Nam Định,north,False,False,100,A
worker_0923,55,other,college,divorced,hành chính|kế toán|văn phòng|salary_range,30,Nam Định,Kế toán / Hành chính,family|techGap,self-employed,5013800,Nam Định,north,False,False,100,A
worker_0924,65,other,college,married,lắp ráp|sản xuất|vận hành máy|salary_range,30,Huế,Công nhân sản xuất,other|family|health,retired,12479420,Huế,central,False,False,100,A
worker_0925,36,male,primary,divorced,lắp ráp|sản xuất|vận hành máy|salary_range,11,Cần Thơ,Công nhân sản xuất,techGap,retired,3648511,Cần Thơ,mekong,False,False,100,A
worker_0926,42,male,primary,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,17,Bắc Ninh,Nhân viên kho vận,,retired,10018819,Bắc Ninh,north,False,False,100,A
worker_0927,52,female,upper_secondary,married,công trình|xây dựng|xây tô|salary_range,30,Hà Nội,Lao động xây dựng,location|health|family,unemployed,0,Hà Nội,north,False,False,100,A
worker_0928,63,other,upper_secondary,divorced,an ninh|bảo vệ|tuần tra|salary_range,30,Buôn Ma Thuột,Bảo vệ,,retired,10881635,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0929,65,other,primary,single,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Cần Thơ,Nhân viên kho vận,health|other|techGap,employed,7187634,Cần Thơ,mekong,False,False,100,A
worker_0930,58,male,primary,single,công trình|xây dựng|xây tô|salary_range,30,TP. Hồ Chí Minh,Lao động xây dựng,techGap,employed,4861570,Hồ Chí Minh,south_east,False,False,100,A
worker_0931,41,female,college,single,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,16,Hải Dương,Nhân viên kho vận,,self-employed,9796126,Hải Dương,north,False,False,100,A
worker_0932,51,male,primary,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Vinhy,Nhân viên bán hàng,,unemployed,0,Vinh,north,False,False,100,A
worker_0933,50,female,college,widowed,barista|pha chế|đồ uống|salary_range,21,Thái Nguyên,Pha chế,,unemployed,0,Thái Nguyên,north,False,False,100,A
worker_0934,55,male,primary,single,hành chính|kế toán|văn phòng|salary_range,30,Cần Thơ,Kế toán / Hành chính,techGap|location,self-employed,7130174,Cần Thơ,mekong,False,False,100,A
worker_0935,57,male,upper_secondary,married,barista|pha chế|đồ uống|salary_range,27,Thanh Hóa,Pha chế,family|other|location,unemployed,0,Thanh Hóa,north,False,False,100,A
worker_0936,41,female,upper_secondary,single,lắp ráp|sản xuất|vận hành máy|salary_range,17,Hà Nội,Công nhân sản xuất,,employed,11521493,Hà Nội,north,False,False,100,A
worker_0937,61,other,upper_secondary,widowed,bằng lái|lái xe|vận chuyển|salary_range,30,Thanh Hóa,Lái xe,other|family|location,retired,9512530,Thanh Hóa,north,False,False,100,A
worker_0938,41,male,upper_secondary,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,13,Qui Nhơn,Nhân viên bán hàng,techGap,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0939,54,female,college,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Huế,Nông dân / Nông nghiệp,techGap,employed,13943982,Huế,central,False,False,100,A
worker_0940,54,female,college,married,an ninh|bảo vệ|tuần tra|salary_range,25,Qui Nhơn,Bảo vệ,,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0941,36,female,college,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,8,Qui Nhơn,Nông dân / Nông nghiệp,family|location|health,retired,13058344,Quy Nhơn,central,False,False,100,A
worker_0942,49,female,upper_secondary,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,19,Biên Hòa,Công nhân sản xuất,,employed,10093506,Biên Hòa,south_east,False,False,100,A
worker_0943,36,male,college,married,sửa chữa|tay nghề|thợ|salary_range,14,Thanh Hóa,Thợ lành nghề,techGap|location,unemployed,0,Thanh Hóa,north,False,False,100,A
worker_0944,58,female,primary,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,29,Vũng Tàu,Nhân viên bán hàng,other,self-employed,12246453,Vũng Tàu,south_east,False,False,100,A
worker_0945,55,other,primary,divorced,sửa chữa|tay nghề|thợ|salary_range,29,Thái Nguyên,Thợ lành nghề,,retired,4090479,Thái Nguyên,north,False,False,100,A
worker_0946,49,male,college,married,sửa chữa|tay nghề|thợ|salary_range,27,Buôn Ma Thuột,Thợ lành nghề,location,unemployed,0,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0947,53,male,primary,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,25,Đà Nẵng,Công nhân sản xuất,health|family|other,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0948,42,male,university,divorced,an ninh|bảo vệ|tuần tra|salary_range,13,Thái Nguyên,Bảo vệ,,unemployed,0,Thái Nguyên,north,False,False,100,A
worker_0949,43,other,college,single,hành chính|kế toán|văn phòng|salary_range,23,Hải Dương,Kế toán / Hành chính,,employed,8521290,Hải Dương,north,False,False,100,A
worker_0950,53,female,upper_secondary,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,28,Hải Phòng,Nông dân / Nông nghiệp,techGap|other|health,employed,12956009,Hải Phòng,north,False,False,100,A
worker_0951,61,male,upper_secondary,divorced,bằng lái|lái xe|vận chuyển|salary_range,30,Qui Nhơn,Lái xe,family,employed,5655030,Quy Nhơn,central,False,False,100,A
worker_0952,43,female,upper_secondary,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,23,Hải Phòng,Nhân viên bán hàng,techGap|location,self-employed,6457977,Hải Phòng,north,False,False,100,A
worker_0953,65,female,college,widowed,sửa chữa|tay nghề|thợ|salary_range,30,Hải Dương,Thợ lành nghề,techGap|health|family,unemployed,0,Hải Dương,north,False,False,100,A
worker_0954,57,female,university,divorced,hành chính|kế toán|văn phòng|salary_range,30,Cần Thơ,Kế toán / Hành chính,techGap,employed,14955869,Cần Thơ,mekong,False,False,100,A
worker_0955,57,female,college,widowed,hành chính|kế toán|văn phòng|salary_range,30,Hải Dương,Kế toán / Hành chính,other|location,unemployed,0,Hải Dương,north,False,False,100,A
worker_0956,36,male,upper_secondary,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,16,Vinhy,Nông dân / Nông nghiệp,,retired,5907744,Vinh,north,False,False,100,A
worker_0957,59,other,college,married,barista|pha chế|đồ uống|salary_range,30,Hà Nội,Pha chế,location,unemployed,0,Hà Nội,north,False,False,100,A
worker_0958,60,other,primary,married,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,TP. Hồ Chí Minh,Nhân viên kho vận,location|family|other,retired,8983986,Hồ Chí Minh,south_east,False,False,100,A
worker_0959,51,male,primary,widowed,an ninh|bảo vệ|tuần tra|salary_range,27,Vũng Tàu,Bảo vệ,other|health,self-employed,12198606,Vũng Tàu,south_east,False,False,100,A
worker_0960,56,male,upper_secondary,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Cần Thơ,Nông dân / Nông nghiệp,family|other,employed,4583273,Cần Thơ,mekong,False,False,100,A
worker_0961,45,male,college,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,15,Nam Định,Nông dân / Nông nghiệp,,unemployed,0,Nam Định,north,False,False,100,A
worker_0962,52,other,university,single,dọn dẹp|giặt là|nấu ăn|salary_range,26,Biên Hòa,Giúp việc / Dịch vụ,,retired,9783825,Biên Hòa,south_east,False,False,100,A
worker_0963,56,male,college,widowed,hành chính|kế toán|văn phòng|salary_range,28,Biên Hòa,Kế toán / Hành chính,family|location|other,unemployed,0,Biên Hòa,south_east,False,False,100,A
worker_0964,55,other,primary,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,28,Đà Lạt,Nhân viên bán hàng,health|techGap|other,employed,5864633,Đà Lạt,central_highlands,False,False,100,A
worker_0965,45,male,college,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,21,Hải Dương,Nông dân / Nông nghiệp,techGap|location|health,unemployed,0,Hải Dương,north,False,False,100,A
worker_0966,47,other,college,widowed,công trình|xây dựng|xây tô|salary_range,23,Bình Dương,Lao động xây dựng,,retired,6409255,Bình Dương,south_east,False,False,100,A
worker_0967,61,male,college,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,Vĩnh Phúc,Giúp việc / Dịch vụ,,self-employed,8946879,Vĩnh Phúc,north,False,False,100,A
worker_0968,51,other,primary,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,26,Hải Phòng,Nông dân / Nông nghiệp,health|family,self-employed,11141426,Hải Phòng,north,False,False,100,A
worker_0969,43,female,upper_secondary,married,bằng lái|lái xe|vận chuyển|salary_range,22,Cần Thơ,Lái xe,location,employed,13276239,Cần Thơ,mekong,False,False,100,A
worker_0970,55,male,primary,divorced,an ninh|bảo vệ|tuần tra|salary_range,30,Hải Phòng,Bảo vệ,location|family|other,self-employed,11887794,Hải Phòng,north,False,False,100,A
worker_0971,63,other,upper_secondary,married,chào hỏi|order|phục vụ|salary_range,30,Qui Nhơn,Nhân viên phục vụ,,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0972,48,female,college,married,lắp ráp|sản xuất|vận hành máy|salary_range,20,Huế,Công nhân sản xuất,other,unemployed,0,Huế,central,False,False,100,A
worker_0973,53,female,upper_secondary,married,dọn dẹp|giặt là|nấu ăn|salary_range,23,Buôn Ma Thuột,Giúp việc / Dịch vụ,,self-employed,10105033,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0974,41,male,primary,divorced,bằng lái|lái xe|vận chuyển|salary_range,16,Hà Nội,Lái xe,other,employed,8615072,Hà Nội,north,False,False,100,A
worker_0975,38,other,college,widowed,bằng lái|lái xe|vận chuyển|salary_range,9,Bắc Ninh,Lái xe,family|other,retired,5782174,Bắc Ninh,north,False,False,100,A
worker_0976,53,female,primary,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,27,Hải Phòng,Nhân viên bán hàng,family|location|other,retired,13925409,Hải Phòng,north,False,False,100,A
worker_0977,52,female,college,widowed,barista|pha chế|đồ uống|salary_range,25,Vinhy,Pha chế,health|other|techGap,employed,12860483,Vinh,north,False,False,100,A
worker_0978,58,other,upper_secondary,married,lắp ráp|sản xuất|vận hành máy|salary_range,29,Buôn Ma Thuột,Công nhân sản xuất,techGap,retired,14012510,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0979,56,other,university,widowed,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,29,Đà Nẵng,Nhân viên kho vận,,retired,11925370,Đà Nẵng,central,False,False,100,A
worker_0980,44,other,college,divorced,công trình|xây dựng|xây tô|salary_range,19,Nha Trang,Lao động xây dựng,techGap|other,retired,9676877,Nha Trang,central,False,False,100,A
worker_0981,60,female,upper_secondary,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Buôn Ma Thuột,Nông dân / Nông nghiệp,health|family|other,self-employed,5161365,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0982,64,female,primary,divorced,sửa chữa|tay nghề|thợ|salary_range,30,Thái Nguyên,Thợ lành nghề,family|health,employed,6373526,Thái Nguyên,north,False,False,100,A
worker_0983,50,other,primary,widowed,hành chính|kế toán|văn phòng|salary_range,24,Thanh Hóa,Kế toán / Hành chính,techGap|family,employed,3144191,Thanh Hóa,north,False,False,100,A
